MAP_ID	GAMESVR_SET_1	GAMESVR_SET_2	GAMESVR_SET_3	GAMESVR_SET_4	GAMESVR_SET_5	GAMESVR_SET_6	GAMESVR_SET_7	GAMESVR_SET_8	GAMESVR_SET_9	GAMESVR_SET_10	GAMESVR_SET_11	GAMESVR_SET_12	GAMESVR_SET_13	GAMESVR_SET_14	GAMESVR_SET_15	GAMESVR_SET_16	±¸×¢
982	1	1	2	2	4	4	4	4		4							Bang héi thµnh b¶o
983	1	1	2	2	3	3	3	3		3							Bang héi thµnh b¶o
991	1	1	1	4	4	4	4	4									ChiÕn Long §éng - Cao
992	1	1	1	4	4	4	4	4									Tiªu Bang ChiÕn
864	1	1	1	4	4	4	4	4									L«i ®µi Hoa S¬n (Trung cÊp)
865	1	1	1	4	4	4	4	4									L«i ®µi Hoa S¬n (Cao cÊp)
866	1	1	1	4	4	4	4	4									Ch©n nói Hoa S¬n (Trung cÊp)
867	1	1	1	4	4	4	4	4									Ch©n nói Hoa S¬n (Cao cÊp)
1	1	2	1	1	5	5	5	5									 Ph­îng T­êng
2	1	2	3	3	5	5	5	5									 Hoa S¬n
3	1	2	3	3	5	5	5	5									KiÕm C¸c T©y B¾c
4	1	2	3	3	5	5	5	5									Kim Quang ®éng
5	1	2	3	3	5	5	5	5									Kinh Hoµng ®éng
6	1	2	3	3	5	5	5	5									Táa V©n ®éng
7	1	2	3	3	5	5	5	5									TÇn L¨ng
8	1	2	3	3	5	5	5	5									L¨ng TÇn Thñy Hoµng
37	1	2	3	3	4	6	6	6									 BiÖn Kinh
38	1	2	3	3	4	6	6	6									ThiÕt th¸p tÇng 1 
39	1	2	3	3	4	6	6	6									ThiÕt th¸p tÇng 2 
40	1	2	3	3	4	6	6	6									ThiÕt th¸p tÇng 3
44	1	2	2	4	1	1	7	7									ChiÕn tr­êng Tèng Kim
45	1	2	3	3	2	6	6	6									Thiªn NhÉn gi¸o
46	1	2	3	3	2	6	6	6									Thiªn NhÉn Gi¸o tÇng 1
47	1	2	3	3	2	6	6	6									Thiªn NhÉn Gi¸o tÇng 2
48	1	2	3	3	2	6	6	6									Thiªn NhÉn Gi¸o tÇng 2
49	1	2	3	3	2	6	6	6									Thiªn NhÉn Gi¸o tÇng 3
50	1	2	3	3	2	6	6	6									ThÊt S¸t ®éng
51	1	2	3	3	2	6	6	6									Th¸nh ®éng tÇng 1
52	1	2	3	3	2	6	6	6									Th¸nh ®éng tÇng 2
54	1	2	2	4	1	1	7	7									Nam Nh¹c trÊn
55	1	2	2	4	1	1	7	7									§µo Hoa Nguyªn
56	1	2	2	4	1	1	7	7									Hoµnh S¬n Ph¸i
58	1	2	2	4	1	1	7	7									§éc C« KiÕm Ngäa thÊt
59	1	2	2	4	1	1	7	7									Thiªn V­¬ng Bang
60	1	2	2	4	1	1	7	7									TiÒn ®iÖn
61	1	2	2	4	1	1	7	7									Thiªn V­¬ng §¹i ®iÖn
62	1	2	2	4	1	1	7	7									TÈm cung
63	1	2	2	4	1	1	7	7									Phßng ®Ö tö 1
64	1	2	2	4	1	1	7	7									Phßng ®Ö tö 2
65	1	2	2	4	1	1	7	7									Thiªn V­¬ng ®¶o s¬n ®éng
66	1	2	2	4	1	1	7	7									§¸y §éng §×nh hå tÇng 1
67	1	2	2	4	1	1	7	7									§¸y §éng §×nh hå tÇng 2
68	1	2	2	4	1	1	7	7									Thanh Loa ®¶o
69	1	2	2	4	1	1	7	7									Thanh Loa ®¶o s¬n ®éng
70	1	2	3	3	5	5	5	5									Vò L¨ng s¬n
71	1	2	3	3	5	5	5	5									B¹ch Thñy ®éng
72	1	2	3	3	5	5	5	5									§¹i Tï ®éng
73	1	2	3	3	5	5	5	5									Phôc L­u ®éng
74	1	2	3	3	5	5	5	5									Miªu LÜnh
75	1	2	3	3	5	5	5	5									Kho¶ Lang ®éng
76	1	2	3	3	5	5	5	5									S¬n B¶o ®éng
77	1	2	3	3	5	5	5	5									YÕn Tö ®éng
99	1	2	3	3	5	5	5	5									VÜnh L¹c trÊn
100	1	2	3	3	4	6	6	6									Chu Tiªn trÊn
121	1	2	3	3	5	6	6	6									Long M«n trÊn
131	1	2	3	3	5	6	6	6									C«n L«n ph¸i
132	1	2	3	3	5	6	6	6									B¨ng HuyÖt ®éng
133	1	2	3	3	5	6	6	6									Phßng §Ö tö
134	1	2	3	3	5	6	6	6									Phßng §Ö tö
135	1	2	3	3	5	6	6	6									KiÕn TÝnh Phong s¬n ®éng
136	1	2	3	3	5	6	6	6									Kho¸i Ho¹t L©m
137	1	2	3	3	5	6	6	6									Thiªn Vi ®iÖn
138	1	2	3	3	5	6	6	6									ChÝnh ®iÖn
139	1	2	3	3	5	6	6	6									Tö Vi ®iÖn
140	1	2	3	3	4	6	6	6									D­îc V­¬ng Cèc
141	1	2	3	3	4	6	6	6									D­îc V­¬ng ®éng tÇng 1
142	1	2	3	3	4	6	6	6									D­îc V­¬ng ®éng tÇng 2
143	1	2	3	3	4	6	6	6									D­îc V­¬ng ®éng tÇng 3
144	1	2	3	3	4	6	6	6									D­îc V­¬ng ®éng tÇng 4
175	1	2	3	4	5	5	7	8									T©y S¬n th«n
176	1	2	3	4	5	5	7	8									 L©m An
177	1	2	3	4	5	5	7	8									Ngù Hoa viªn
178	1	2	3	4	5	5	7	8									S¬n ®éng Ngù Hoa viªn
183	1	2	3	4	5	5	7	8									Ngò §éc Gi¸o
184	1	2	3	4	5	5	7	8									XÝch YÕt tr¹i
185	1	2	3	4	5	5	7	8									Kim Xµ tr¹i
186	1	2	3	4	5	5	7	8									MÆc Thï tr¹i
187	1	2	3	4	5	5	7	8									Thanh Ng« tr¹i
188	1	2	3	4	5	5	7	8									Ng©n ThiÒm tr¹i
189	1	2	3	4	5	5	7	8									Tæng tr¹i
190	1	2	3	4	5	5	7	8									Mª cung nhËp m«n
191	1	2	3	4	5	5	7	8									phßng §Ö tö
192	1	2	3	4	5	5	7	8									phßng §Ö tö
197	1	2	3	3	4	6	6	6									Thiªn lao
201	1	2	3	3	5	5	5	5									B¨ng Hµ ®éng
204	1	2	3	3	4	6	6	6									Phi Thiªn ®éng
206	1	2	3	3	5	5	5	5									TÇn L¨ng tÇng 2
207	1	2	3	3	5	5	5	5									TÇn L¨ng tÇng 3
208	1	2	2	3	4	5	6	6									§¹i lao
212	1	2	3	3	5	5	5	5									Hoa S¬n tuyÖt ®Ønh
213	1	2	2	4	1	1	7	7									L«i ®µi Bang héi 1
214	1	2	2	4	1	1	7	7									L«i ®µi Bang héi 2
215	1	2	2	4	1	1	7	7									L«i ®µi Bang héi 3
216	1	2	2	4	1	1	7	7									L«i ®µi Bang héi 4
217	1	2	2	4	1	1	7	7									L«i ®µi Bang héi 5
218	1	2	2	4	1	1	7	7									L«i ®µi Bang héi 6
219	1	2	2	4	1	1	7	7									L«i ®µi Bang héi 7
220	1	2	3	4	5	5	7	7									DiÔn Vâ tr­êng 8
221	1	2	2	4	1	1	7	7									C«ng thµnh chiÕn tr­êng
222	1	2	2	4	1	1	7	7									HËu ph­¬ng bªn Thñ
223	1	2	2	4	1	1	7	7									HËu ph­¬ng bªn C«ng
224	1	2	3	4	5	5	7	8									Sa m¹c ®Þa biÓu
225	1	2	3	4	5	5	7	8									Sa M¹c 1
226	1	2	3	4	5	5	7	8									Sa M¹c 2
227	1	2	3	4	5	5	7	8									Sa M¹c 3
228	1	2	3	3	5	6	6	6									HËu s¬n C«n L«n
234	1	2	3	4	5	5	7	8									Kim Xµ tr¹i (chiÕn ®Êu) 
235	1	2	3	4	5	5	7	8									§µo Hoa ®¶o (1) 
238	1	2	3	3	4	6	6	6									§µo Hoa ®¶o (4) 
241	1	2	3	3	5	5	5	5									§µo Hoa ®¶o (7) 
242	1	2	3	3	5	5	5	5									TÈy Tñy ®¶o (1) 
245	1	2	3	3	4	6	6	6									TÈy Tñy ®¶o (4) 
248	1	2	3	4	5	5	7	8									TÈy Tñy ®¶o (7) 
249	1	2	3	3	5	5	5	5									TÈy Tñy ®¶o s¬n ®éng (1) 
250	1	2	3	3	5	5	5	5									TÈy Tñy ®¶o s¬n ®éng (1) 
251	1	2	3	3	5	5	5	5									TÈy Tñy ®¶o s¬n ®éng (1) 
252	1	2	3	3	5	5	5	5									TÈy Tñy ®¶o s¬n ®éng (1) 
253	1	2	3	3	5	5	5	5									TÈy Tñy ®¶o s¬n ®éng (1) 
254	1	2	3	3	5	5	5	5									TÈy Tñy ®¶o s¬n ®éng (1) 
255	1	2	3	3	5	5	5	5									TÈy Tñy ®¶o s¬n ®éng (1) 
256	1	2	3	3	5	5	5	5									TÈy Tñy ®¶o s¬n ®éng (1) 
257	1	2	3	3	5	5	5	5									TÈy Tñy ®¶o s¬n ®éng (1) 
258	1	2	3	3	5	5	5	5									TÈy Tñy ®¶o s¬n ®éng (1) 
279	1	2	3	3	4	6	6	6									TÈy Tñy ®¶o s¬n ®éng (4) 
280	1	2	3	3	4	6	6	6									TÈy Tñy ®¶o s¬n ®éng (4) 
281	1	2	3	3	4	6	6	6									TÈy Tñy ®¶o s¬n ®éng (4) 
282	1	2	3	3	4	6	6	6									TÈy Tñy ®¶o s¬n ®éng (4) 
283	1	2	3	3	4	6	6	6									TÈy Tñy ®¶o s¬n ®éng (4) 
284	1	2	3	3	4	6	6	6									TÈy Tñy ®¶o s¬n ®éng (4) 
285	1	2	3	3	4	6	6	6									TÈy Tñy ®¶o s¬n ®éng (4) 
286	1	2	3	3	4	6	6	6									TÈy Tñy ®¶o s¬n ®éng (4) 
287	1	2	3	3	4	6	6	6									TÈy Tñy ®¶o s¬n ®éng (4) 
288	1	2	3	3	4	6	6	6									TÈy Tñy ®¶o s¬n ®éng (4) 
309	1	2	3	4	5	5	7	8									TÈy Tñy ®¶o s¬n ®éng (7) 
310	1	2	3	4	5	5	7	8									TÈy Tñy ®¶o s¬n ®éng (7) 
311	1	2	3	4	5	5	7	8									TÈy Tñy ®¶o s¬n ®éng (7) 
312	1	2	3	4	5	5	7	8									TÈy Tñy ®¶o s¬n ®éng (7) 
313	1	2	3	4	5	5	7	8									TÈy Tñy ®¶o s¬n ®éng (7) 
314	1	2	3	4	5	5	7	8									TÈy Tñy ®¶o s¬n ®éng (7) 
315	1	2	3	4	5	5	7	8									TÈy Tñy ®¶o s¬n ®éng (7) 
316	1	2	3	4	5	5	7	8									TÈy Tñy ®¶o s¬n ®éng (7) 
317	1	2	3	4	5	5	7	8									TÈy Tñy ®¶o s¬n ®éng (7) 
318	1	2	3	4	5	5	7	8									TÈy Tñy ®¶o s¬n ®éng (7) 
321	1	2	3	3	5	5	5	5									Tr­êng B¹ch s¬n Nam 
322	1	2	3	3	4	6	6	6									Tr­êng B¹ch s¬n B¾c
323	1	2	2	4	1	1	7	7									§iÓm b¸o danh Tèng Kim (s¬ cÊp) 
326	1	2	2	4	1	1	7	7									Khu vùc b×nh nguyªn (s¬ cÊp) 
329	1	2	2	4	1	1	7	7									Khu vùc Hµ T©n (s¬ cÊp) 
342	1	2	1	4	5	5	7	7									Vi s¬n ®¶o
344	1	2	2	4	1	1	7	7									Thµnh trÊn (s¬ cÊp) 
347	1	2	2	4	1	1	7	7									S¬n cèc (s¬ cÊp) 
350	1	2	2	4	1	1	7	7									Th©m l©m (s¬ cÊp) 
353	1	2	2	4	1	1	7	7									Doanh tr¹i (s¬ cÊp) 
357	1	2	2	4	1	1	7	7									§¬n ®Êu B×nh nguyªn (S¬ cÊp) 
360	1	2	2	4	1	1	7	7									§¬n ®Êu Hµ t©n (S¬ cÊp) 
363	1	2	2	4	1	1	7	7									§¬n ®Êu Th©m l©m (S¬ cÊp) 
366	1	2	2	4	1	1	7	7									§¬n ®Êu S¬n cèc (S¬ cÊp) 
369	1	2	2	4	1	1	7	7									§¬n ®Êu Thµnh trÊn (S¬ cÊp) 
372	1	2	2	4	1	1	7	7									§¬n ®Êu Doanh tr¹i (S¬ cÊp) 
375	1	2	2	4	1	1	7	7									ChiÕn tr­êng Tèng Kim cò (s¬ cÊp) 
378	1	2	2	4	1	1	7	7									Xung phong (S¬ cÊp) 
381	1	2	2	4	1	1	7	7									Th©m l©m (s¬ cÊp) 
384	1	2	2	4	1	1	7	7									CÇu ranh giíi (s¬ cÊp) 
387	1	2	3	3	4	6	6	6									Phong Kú (60-89)
388	1	2	3	3	4	6	6	6									Phong Kú (90-119) 
389	1	2	3	3	4	6	6	6									Phong Kú (trªn 120) 
390	1	2	3	4	5	5	5	5									Thiªn B¶o khè (trªn 120)
391	1	2	3	4	5	5	5	5									Thiªn B¶o khè (trªn 120)
392	1	2	3	4	5	5	5	5									Thiªn B¶o khè (trªn 120)
396	1	2	1	1	1	6	6	6									Héi tr­êng liªn ®Êu KiÖt xuÊt (1)
397	1	2	1	1	1	6	6	6									§Êu tr­êng liªn ®Êu KiÖt xuÊt (1)
398	1	2	1	1	1	6	6	6									Héi tr­êng liªn ®Êu KiÖt xuÊt (2)
399	1	2	1	1	1	6	6	6									§Êu tr­êng liªn ®Êu KiÖt xuÊt (2)
400	1	2	1	1	1	6	6	6									Héi tr­êng liªn ®Êu KiÖt xuÊt (3)
401	1	2	1	1	1	6	6	6									§Êu tr­êng liªn ®Êu KiÖt xuÊt (3)
402	1	2	1	1	1	6	6	6									Héi tr­êng liªn ®Êu KiÖt xuÊt (4)
403	1	2	1	1	1	6	6	6									§Êu tr­êng liªn ®Êu KiÖt xuÊt (4)
404	1	2	1	1	1	6	6	6									Héi tr­êng liªn ®Êu KiÖt xuÊt (5)
405	1	2	1	1	1	6	6	6									§Êu tr­êng liªn ®Êu KiÖt xuÊt (5)
406	1	2	2	2	4	4	7	8									Héi tr­êng liªn ®Êu KiÖt xuÊt (6)
407	1	2	2	2	4	4	7	8									§Êu tr­êng liªn ®Êu KiÖt xuÊt (6)
408	1	2	2	2	4	4	7	8									Héi tr­êng liªn ®Êu KiÖt xuÊt (7)
409	1	2	2	2	4	4	7	8									§Êu tr­êng liªn ®Êu KiÖt xuÊt (7)
410	1	2	2	2	4	4	7	8									Héi tr­êng liªn ®Êu KiÖt xuÊt (8)
411	1	2	2	2	4	4	7	8									§Êu tr­êng liªn ®Êu KiÖt xuÊt (8)
412	1	2	2	2	4	4	7	8									Héi tr­êng liªn ®Êu KiÖt xuÊt (9)
413	1	2	2	2	4	4	7	8									§Êu tr­êng liªn ®Êu KiÖt xuÊt (9)
414	1	2	2	2	4	4	7	8									Héi tr­êng liªn ®Êu KiÖt xuÊt (10)
415	1	2	2	2	4	4	7	8									§Êu tr­êng liªn ®Êu KiÖt xuÊt (10)
420	1	2	3	3	5	5	5	5									ThuyÒn Rång s¬ cÊp (5) 
421	1	2	3	3	4	6	6	6									ThuyÒn Rång s¬ cÊp (6) 
422	1	2	3	4	5	5	7	8									ThuyÒn Rång s¬ cÊp (7) 
423	1	2	3	4	5	5	7	8									ThuyÒn Rång s¬ cÊp (8) 
432	1	2	3	3	5	5	5	5									ThuyÒn Rång cao cÊp (9) 
433	1	2	3	3	5	5	5	5									ThuyÒn Rång cao cÊp (10) 
434	1	2	3	3	4	6	6	6									ThuyÒn Rång cao cÊp (11) 
435	1	2	3	3	4	6	6	6									ThuyÒn Rång cao cÊp (12) 
436	1	2	3	4	5	5	7	8									ThuyÒn Rång cao cÊp (13) 
437	1	2	3	4	5	5	7	8									ThuyÒn Rång cao cÊp (14) 
438	1	2	3	4	5	5	5	5									ThuyÒn Rång cao cÊp (15) 
439	1	2	3	4	5	5	5	5									ThuyÒn Rång cao cÊp (16) 
444	1	2	3	3	5	5	5	5									ThuyÒn Rång s¬ cÊp (13) 
445	1	2	3	3	4	6	6	6									ThuyÒn Rång s¬ cÊp (14) 
446	1	2	3	4	5	5	7	8									ThuyÒn Rång s¬ cÊp (15) 
447	1	2	3	4	5	5	5	5									ThuyÒn Rång s¬ cÊp (16) 
456	1	2	3	3	5	5	5	5									ThuyÒn Rång cao cÊp (25) 
457	1	2	3	3	5	5	5	5									ThuyÒn Rång cao cÊp (26) 
458	1	2	3	3	4	6	6	6									ThuyÒn Rång cao cÊp (27) 
459	1	2	3	3	4	6	6	6									ThuyÒn Rång cao cÊp (28) 
460	1	2	3	4	5	5	7	8									ThuyÒn Rång cao cÊp (29) 
461	1	2	3	4	5	5	7	8									ThuyÒn Rång cao cÊp (30) 
462	1	2	3	4	5	5	5	5									ThuyÒn Rång cao cÊp (31) 
463	1	2	3	4	5	5	5	5									ThuyÒn Rång cao cÊp (32) 
469	1	2	3	3	5	5	5	5									Th¸ch thøc thêi gian (S¬ cÊp 6) 
470	1	2	3	4	4	6	6	6									Th¸ch thøc thêi gian (S¬ cÊp 7) 
471	1	2	3	4	5	5	7	8									Th¸ch thøc thêi gian (S¬ cÊp 8) 
490	1	2	3	3	5	5	5	5									Th¸ch thøc thêi gian (Cao cÊp 11) 
491	1	2	3	3	5	5	5	5									Th¸ch thøc thêi gian (Cao cÊp 12) 
492	1	2	3	4	4	6	6	6									Th¸ch thøc thêi gian (Cao cÊp 13) 
493	1	2	3	4	4	6	6	6									Th¸ch thøc thêi gian (Cao cÊp 14) 
494	1	2	3	4	5	5	7	8									Th¸ch thøc thêi gian (Cao cÊp 15) 
495	1	2	3	4	5	5	7	8									Th¸ch thøc thêi gian (Cao cÊp 16) 
514	1	2	3	3	5	5	5	5									S¬n TÆc ®éng
520	1	2	3	3	5	5	5	5									Minh NguyÖt trÊn (Ph­îng T­êng) 
522	1	2	3	3	4	6	6	6									Minh NguyÖt trÊn (BiÖn Kinh) 
526	1	2	3	4	5	5	7	8									Minh NguyÖt trÊn (L©m An) 
529	1	2	3	3	1	6	6	6									Khu vùc liªn ®Êu kiÖt xuÊt (1)
530	1	2	1	4	4	4	7	8									Khu vùc liªn ®Êu kiÖt xuÊt (2)
533	1	2	3	3	1	6	6	6									ChuÈn bÞ liªn ®Êu kiÖt xuÊt (1)
534	1	2	1	4	4	4	7	8									ChuÈn bÞ liªn ®Êu kiÖt xuÊt (2)
537	1	2	3	3	1	6	6	6									§Êu tr­êng liªn ®Êu kiÖt xuÊt (1)
538	1	2	1	4	4	4	7	8									§Êu tr­êng liªn ®Êu kiÖt xuÊt (2)
539	1	2	1	4	4	4	7	8									Tr­êng Ca M«n cÊm ®Þa
560	1	2	1	1	1	6	6	6									HËu tr­êng liªn ®Êu KiÖt xuÊt (1)
561	1	2	1	1	1	6	6	6									HËu tr­êng liªn ®Êu KiÖt xuÊt (2)
562	1	2	1	1	1	6	6	6									HËu tr­êng liªn ®Êu KiÖt xuÊt (3)
563	1	2	1	1	1	6	6	6									HËu tr­êng liªn ®Êu KiÖt xuÊt (4)
564	1	2	1	1	1	6	6	6									HËu tr­êng liªn ®Êu KiÖt xuÊt (5)
565	1	2	2	2	4	4	7	8									HËu tr­êng liªn ®Êu KiÖt xuÊt (6)
566	1	2	2	2	4	4	7	8									HËu tr­êng liªn ®Êu KiÖt xuÊt (7)
567	1	2	2	2	4	4	7	8									HËu tr­êng liªn ®Êu KiÖt xuÊt (8)
568	1	2	2	2	4	4	7	8									HËu tr­êng liªn ®Êu KiÖt xuÊt (9)
569	1	2	2	2	4	4	7	8									HËu tr­êng liªn ®Êu KiÖt xuÊt (10)
584	1	2	3	3	4	6	6	6									N¬i chuÈn bÞ nh÷ng ho¹t ®éng dÞp xu©n
585	1	2	3	3	4	6	6	6									Khu vùc ho¹t ®éng dÞp xu©n
589	1	2	2	2	3	3	3	5									Khu vùc bang héi Sa M¹c
590	1	2	3	3	4	4	4	5									Khu vùc bang héi Kinh S­
591	1	2	3	3	5	5	5	6									Khu vùc bang héi Biªn Tr¹i
593	1	2	1	4	4	6	6	7									Khu vùc bang héi Giang Nam
594	1	2	1	4	5	5	7	7									Khu vùc bang héi TuyÕt L·nh
596	1	2	3	3	3	3	3	5									Khu vùc bang héi chung 3
597	1	2	1	4	4	4	4	6									Khu vùc bang héi chung 4
821	1	2	3	3	4	4	4	8									Khu vùc chuÈn bÞ chiªu mé ®Ö tö
822	1	2	3	3	4	4	4	8									Khu vùc chiªu mé ®Ö tö
823	1	2	1	4	5	5	5	8									Khu vùc chuÈn bÞ ®¸nh qu¸i thó
824	1	2	1	4	5	5	5	8									Khu vùc ®¸nh qu¸i thó
827	1	2	1	4	5	5	5	8									Khu vùc chuÈn bÞ - Thu thËp vËt phÈm
828	1	2	1	4	5	5	5	8									Khu vùc thu thËp vËt phÈm
834	1	2	3	4	5	5	7	8									Tr­êng Ca M«n cÊm ®Þa
841	1	2	3	3	4	6	6	6									L«i ®µi hµo kiÖt 1
842	1	2	3	3	4	6	6	6									L«i ®µi hµo kiÖt 2
843	1	2	3	3	4	6	6	6									L«i ®µi hµo kiÖt 3
844	1	2	3	3	4	6	6	6									L«i ®µi hµo kiÖt 4
845	1	2	3	3	4	6	6	6									L«i ®µi hµo kiÖt 5
846	1	2	3	3	4	6	6	6									L«i ®µi hµo kiÖt 6
847	1	2	3	3	4	6	6	6									L«i ®µi hµo kiÖt 7
848	1	2	3	3	4	6	6	6									L«i ®µi hµo kiÖt 8
851	1	2	3	3	4	6	6	6									Cöa vµo b¶o tang Viªm §Õ
853	1	2	3	3	4	6	6	6									Cöa vµo b¶o tang Viªm §Õ
854	1	2	3	3	4	6	6	6									B¶o tµng Viªm §Õ (1)
855	1	2	3	3	4	6	6	6									B¶o tµng Viªm §Õ (2)
856	1	2	3	3	4	6	6	6									B¶o tµng Viªm §Õ (3)
857	1	2	3	3	4	6	6	6									B¶o tµng Viªm §Õ (4)
872	1	2	3	3	4	6	6	6									B¶o tµng Viªm §Õ (5)
871	1	2	3	4	5	5	7	8									B¶o tµng Viªm §Õ (6)
874	1	2	3	3	4	6	6	6									B¶o tµng Viªm §Õ (7)
873	1	2	3	4	5	5	7	8									B¶o tµng Viªm §Õ (8)
863	1	2	3	3	5	5	5	5									B¶o tµng Viªm §Õ (9)
882	1	2	3	3	5	5	5	5									B¶o tµng Viªm §Õ (10)
868	1	2	2	4	1	1	7	7									ChiÕn tr­êng Hoang M¹c (s¬)
876	1	2	2	4	1	1	7	7									Cæ thµnh (s¬ cÊp)
886	1	2	2	4	1	1	7	7									»ÄÊ¯Áë³åÍ»Õ½£¨³õ£©
889	1	2	2	4	1	1	7	7									ÓñÁÖ×è»÷Õ½£¨³õ£©
893	1	2	3	3	4	6	6	6									ÍÚ±¦»î¶¯
895	1	2	3	4	5	5	7	8									Ho¹t ®éng Boss §Êu Ng­u
896	1	2	3	4	5	5	7	8									Lo¹n ChiÕn Cöu Ch©u Cèc
897	1	2	3	3	5	6	6	6		6							Danh nh©n ®­êng
901	1	2	3	4	5	5	7	8									ÆßÏ¦»î¶¯
926	1	2	3	4	5	5	7	8									ChiÕn tr­êng C«ng Thµnh ChiÕn Thµnh §«
927	1	2	3	3	4	6	6	6		6							ChiÕn tr­êng C«ng Thµnh ChiÕn BiÖn Kinh
929	1	2	3	3	5	5	5	5		5							ChiÕn tr­êng C«ng Thµnh ChiÕn Ph­îng T­êng
930	1	2	3	4	5	5	7	8		8							ChiÕn tr­êng C«ng Thµnh ChiÕn L©m An
934	1	2	3	3	4	6	6	6									Ngän nói Tr­êng B¹ch
935	1	2	3	3	4	6	6	6									Thiªn Tr× TÇng 1
936	1	2	3	3	4	6	6	6									Thiªn Tr× TÇng 2
937	1	2	3	3	4	6	6	6									Thiªn Tr× TÇng 3 (1)
938	1	2	3	3	4	6	6	6									Thiªn Tr× TÇng 3 (2)
939	1	2	3	3	4	6	6	6									Thiªn Tr× TÇng 3 (3)
940	1	2	3	3	4	6	6	6									Thiªn Tr× TÇng 3 (4)
941	1	2	3	3	4	6	6	6									Thiªn Tr× TÇng 3 (5)
942	1	2	3	3	4	6	6	6									Thiªn Tr× TÇng 3 (6)
943	1	2	3	3	4	6	6	6									Thiªn Tr× TÇng 3 (7)
944	1	2	3	3	4	6	6	6									Thiªn Tr× TÇng 3 (8)
945	1	2	3	3	4	6	6	6									Thiªn Tr× TÇng 3 (9)
946	1	2	3	3	4	6	6	6									Thiªn Tr× TÇng 3 (10)
947	1	2	3	3	4	6	6	6									Thiªn Tr× tÇng thø 4
948	1	2	3	3	4	6	6	6									KiÕm Gia Mª Cung.
950	1	2	2	3	4	6	6	6		3							¸c Lang Cèc Thµnh §«
951	1	2	2	3	4	6	6	6		3							¸c Lang Cèc Ph­îng T­êng
952	1	2	2	3	4	6	6	6		3							¸c Lang Cèc BiÖn Kinh
953	1	2	2	3	4	6	6	6		3							¸c Lang Cèc L©m An
954	1	2	2	3	4	6	6	6		3							¸c Lang Cèc §¹i Lý
955	1	2	2	3	4	6	6	6		3							¸c Lang Cèc T­¬ng D­¬ng
956	1	2	2	3	4	6	6	6		3							¸c Lang Cèc D­¬ng Ch©u
957	1	2	3	4	5	5	7	8									MËt Phßng cöa ¶i
960	1	2	3	4	5	5	7	7		7							L«i §µi Hoµng Thµnh T­
962	1	2	3	3	4	6	6	6									Cöa vµo b¶o tang Viªm §Õ
858	1	2	3	3	4	6	6	6									B¶o tµng Viªm §Õ (6)
859	1	2	3	3	4	6	6	6									B¶o tµng Viªm §Õ (7)
860	1	2	3	3	4	6	6	6									B¶o tµng Viªm §Õ (8)
861	1	2	3	3	4	6	6	6									B¶o tµng Viªm §Õ (9)
862	1	2	3	3	4	6	6	6									B¶o tµng Viªm §Õ (10)
963	1	2	3	4	5	5	7	8									Khu vùc chuÈn bÞ
964	1	2	3	4	5	5	7	8									§Êu tr­êng (1)
965	1	2	3	4	5	5	7	8									§Êu tr­êng (2)
966	1	2	3	4	5	5	7	8									§Êu tr­êng (3)
972	1	2	2	4	1	1	7	7		7							§iÓm b¸o danh Tèng Kim liªn server
967	1	2	2	4	1	1	7	7									V« Danh MËt C¶nh
978	1	2	3	3	5	5	5	5		5							Bang héi thµnh b¶o
981	1	2	3	3	4	6	6	6		6							Bang héi thµnh b¶o
984	1	2	3	4	5	5	7	8		8							Bang héi thµnh b¶o
985	1	2	3	3	4	6	6	6		6							§Þa Cung Biªn Kinh
